timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755830.2752376,CREATED,65efc3d2-d552-4ec9-9e03-087f111227a7,ba242cd9-5321-40b4-b596-a938115402da,c5,c3,27,?,?,surb={'id': 'fe5ca496-6636-4a0f-a531-42b0a65c22b8', 'route': ['p3', 'e4', 'i4', 'x7', 'p2', 'c5']}
1769755830.657657,RECEIVED,480adac3-4349-4c6c-8b63-5b2bf8c7c1d1,5dad2311-bbff-440f-b57f-6ce1b514d2f9,c3,c5,27,p2,?,surb={'id': 'ea851b87-27b1-4563-b65c-477afb136014', 'route': ['p2', 'e10', 'i6', 'x7', 'p3', 'c3']}
1769755830.660373,SENT,86beba59-6596-466a-89aa-b5a802960058,fed3927f-3ea5-41e1-a6a3-91c2058c8223,c5,c3,3403,?,p2,
1769755830.6604898,CREATED,0500c0db-39cd-45bd-8860-40c0321ee06e,d9e45964-b212-48fd-a708-8d97f3ece97b,c5,c3,26,?,?,surb={'id': 'b8c07fff-0486-49dc-890e-f1a4556ef340', 'route': ['p3', 'e5', 'i2', 'x12', 'p2', 'c5']}
1769755830.7013721,SENT,ff981ecd-6b65-4e63-a562-ad81318a3ef1,985f50f8-edbf-4f86-a7eb-c78067ce2991,c5,c3,3387,?,p2,
1769755830.7014992,CREATED,2a95984f-df8d-4da4-b41b-4530758d44a4,d9e45964-b212-48fd-a708-8d97f3ece97b,c5,c3,26,?,?,surb={'id': 'b8c07fff-0486-49dc-890e-f1a4556ef340', 'route': ['p3', 'e5', 'i2', 'x12', 'p2', 'c5']}
1769755830.8377671,RECEIVED,2fdcfd04-444b-42c3-9166-a226c3277b04,6899f9dd-7734-45e7-9dc2-3b67fbcfbe53,c3,c5,26,p2,?,surb={'id': '16c9e698-d299-438e-bea7-101c95d6dcde', 'route': ['p2', 'e4', 'i11', 'x10', 'p3', 'c3']}
1769755831.0031118,SENT,c9ad4d47-e8ed-4f2f-aec6-3e5d7e1077e1,3724c5c5-b552-4097-ab4a-2291f8dc8967,c5,c3,3399,?,p2,
1769755831.003181,CREATED,b97c9ee4-9040-4752-947c-15e1f4e317e4,9df9de2a-f01d-49c2-ba74-8a405789c751,c5,c3,27,?,?,surb={'id': 'b6175df0-3514-47e9-9a25-a737fae25b32', 'route': ['p3', 'e11', 'i6', 'x6', 'p2', 'c5']}
1769755831.4265702,RECEIVED,c4ae3f2b-ac4e-4d95-9176-39f2bf9ab056,5dad2311-bbff-440f-b57f-6ce1b514d2f9,c3,c5,27,p2,?,surb={'id': 'ea851b87-27b1-4563-b65c-477afb136014', 'route': ['p2', 'e10', 'i6', 'x7', 'p3', 'c3']}
1769755831.5258105,SENT,f9965e62-6ccf-4fb8-b630-72e76cd19b59,8176af79-6ba3-4174-8f26-e91a89dc36a3,c5,c3,3376,?,p2,
1769755831.5258791,CREATED,26bee6a4-6ee2-4f04-8ce7-b8bc00c5fb5d,9df9de2a-f01d-49c2-ba74-8a405789c751,c5,c3,27,?,?,surb={'id': 'b6175df0-3514-47e9-9a25-a737fae25b32', 'route': ['p3', 'e11', 'i6', 'x6', 'p2', 'c5']}
1769755831.572482,SENT,72ad3aae-1edb-4712-bd4e-55ccf212cb50,95992b7a-e227-4484-84a6-b88d21d2397c,c5,c3,3389,?,p2,
1769755831.5725522,CREATED,29c57669-b595-4dfa-92be-75af11ef4d29,59a4aa0d-0b17-4133-9729-70370e3586b8,c5,c3,27,?,?,surb={'id': '91867927-0a96-430b-8dc6-93da52071efa', 'route': ['p3', 'e4', 'i3', 'x3', 'p2', 'c5']}
1769755831.7016485,SENT,4f528173-8e78-46b7-909b-fc11ebc9632f,0ad2cce6-5882-46fc-9830-e22e5bb22835,c5,c3,3359,?,p2,
1769755831.7017322,CREATED,a7f62f1c-36cf-4685-8378-a564205ca1cc,59a4aa0d-0b17-4133-9729-70370e3586b8,c5,c3,27,?,?,surb={'id': '91867927-0a96-430b-8dc6-93da52071efa', 'route': ['p3', 'e4', 'i3', 'x3', 'p2', 'c5']}
1769755831.8804839,SENT,4a8aa270-f8eb-408c-adec-e29afb1b0aad,fc8ac859-39be-4726-be7c-ea7ef25dbe3b,c5,c3,3365,?,p2,
1769755831.880621,CREATED,a17453f0-6449-4b56-b20c-b0180b7e6996,9de787be-bcf4-41bc-87c0-aeebbfed5f43,c5,c3,27,?,?,surb={'id': 'a1b16a32-6342-4ba0-9fd6-173379450058', 'route': ['p3', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769755832.2036676,RECEIVED,cb8a834d-74b8-4d46-bd82-fdb2a59b680d,87209392-d33a-4862-a66b-a511474a30ed,c3,c5,27,p2,?,surb={'id': 'c3cfbc4a-85ae-4a17-9315-ad776c7bae9a', 'route': ['p2', 'e12', 'i5', 'x4', 'p3', 'c3']}
1769755832.2619417,RECEIVED,5a5027fc-c214-4fea-bbd1-1b904ea7dbf0,df696821-c981-4730-a6fe-5a75796309ed,c3,c5,26,p2,?,surb={'id': 'af0e7c77-6389-4127-90cf-d381a4c4ed05', 'route': ['p2', 'e7', 'i9', 'x11', 'p3', 'c3']}
1769755832.501429,SENT,63a80964-cf05-4d09-8097-def08db3aa0c,575901fe-04bf-4643-b6b9-788cb61fb62c,c5,c3,3394,?,p2,
1769755832.5015228,CREATED,9773bece-b8c1-4d74-8d72-1563049f6078,9de787be-bcf4-41bc-87c0-aeebbfed5f43,c5,c3,27,?,?,surb={'id': 'a1b16a32-6342-4ba0-9fd6-173379450058', 'route': ['p3', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769755832.6183574,SENT,14c40bd2-14b9-43f9-a746-f7cc6b486fcb,4aafb66d-0693-49e3-8424-7cdb08603cf5,c5,c3,3388,?,p2,
1769755832.6184514,CREATED,2793a1e2-e700-4522-a1a8-100ce64e7330,dd6d37d6-cb52-4cdf-8951-8cc5b6f6c70e,c5,c3,26,?,?,surb={'id': '185e8153-7cc7-48e1-8624-4d1869043ea0', 'route': ['p3', 'e10', 'i4', 'x9', 'p2', 'c5']}
1769755833.126311,SENT,36811177-b12d-4237-b017-1ddb962269a3,f4fcda22-c228-44d5-86b2-96d3ed68d6cd,c5,c3,3400,?,p2,
1769755833.1264634,CREATED,58899b71-f083-4af1-8e21-43fc2838fe9a,dd6d37d6-cb52-4cdf-8951-8cc5b6f6c70e,c5,c3,26,?,?,surb={'id': '185e8153-7cc7-48e1-8624-4d1869043ea0', 'route': ['p3', 'e10', 'i4', 'x9', 'p2', 'c5']}
1769755833.53201,SENT,f66b47b0-13c9-42c6-942f-81a88c94ad0b,00be2cbd-7999-4e07-b13e-bebde9f96bda,c5,c3,3390,?,p2,
1769755833.5323465,CREATED,99142fb3-cc32-435d-988d-97fd10d67d22,ef476b57-433b-4c0a-9fc2-3e6260782a3e,c5,c3,27,?,?,surb={'id': 'f8dfae53-cebf-4a09-b4ea-17c70efd4b3a', 'route': ['p3', 'e9', 'i8', 'x11', 'p2', 'c5']}
1769755833.6562922,RECEIVED,0bd64269-f9e0-4f6d-878e-3ca3581cb9d4,df696821-c981-4730-a6fe-5a75796309ed,c3,c5,26,p2,?,surb={'id': 'af0e7c77-6389-4127-90cf-d381a4c4ed05', 'route': ['p2', 'e7', 'i9', 'x11', 'p3', 'c3']}
1769755833.8176277,SENT,47942f25-ed75-4a5a-a2e8-4f515d04193e,7d268f0e-021e-4143-8b6f-3bff48069733,c5,c3,3377,?,p2,
1769755833.8177958,CREATED,60cbf091-dfb1-4f74-be0f-dfc47b0eea0c,ef476b57-433b-4c0a-9fc2-3e6260782a3e,c5,c3,27,?,?,surb={'id': 'f8dfae53-cebf-4a09-b4ea-17c70efd4b3a', 'route': ['p3', 'e9', 'i8', 'x11', 'p2', 'c5']}
1769755833.8747685,SENT,8de50d26-7015-4391-8cc7-0bb4e5a12271,9cab3187-9805-4456-8139-a12ea66e674e,c5,c3,3379,?,p2,
1769755833.8749223,CREATED,e50b0a26-e2b4-4b76-a12c-b242a99f1460,82aefc3c-4a4c-4854-969f-035f98b2214e,c5,c3,27,?,?,surb={'id': '21b8c121-abdf-44c8-a3d8-384eff4ca890', 'route': ['p3', 'e6', 'i8', 'x10', 'p2', 'c5']}
1769755834.362264,SENT,b661d266-2aa0-4165-8713-0091064a0639,18baa080-ce50-4589-81bf-458c5c313b31,c5,c3,3364,?,p2,
1769755834.3624167,CREATED,481342f5-69a1-434e-b246-2416950f9bac,82aefc3c-4a4c-4854-969f-035f98b2214e,c5,c3,27,?,?,surb={'id': '21b8c121-abdf-44c8-a3d8-384eff4ca890', 'route': ['p3', 'e6', 'i8', 'x10', 'p2', 'c5']}
1769755834.4916332,SENT,389cbb64-a717-47d3-b7d8-b74ab7417dd1,b422b13e-059c-4eee-a7f4-56d432744f06,c5,c3,3386,?,p2,
1769755834.4917874,CREATED,45187f93-1c97-412c-9f7f-b5c671916a47,497fcd5b-e48a-452b-b06b-90f233f4b985,c5,c3,27,?,?,surb={'id': '6c740d7a-5e03-4f63-b054-290f4a2061f9', 'route': ['p3', 'e7', 'i2', 'x4', 'p2', 'c5']}
1769755835.0956411,RECEIVED,7172ca96-6a0a-4cb8-97a8-2d98709fbd13,300ad917-8b43-4417-986c-7a65f88718f7,c3,c5,26,p2,?,surb={'id': 'd706c404-27cd-472f-9ef1-2e6db7572a57', 'route': ['p2', 'e4', 'i1', 'x8', 'p3', 'c3']}
1769755835.2972136,RECEIVED,968f6421-d992-44e0-9dfa-42420456f2e5,300ad917-8b43-4417-986c-7a65f88718f7,c3,c5,26,p2,?,surb={'id': 'd706c404-27cd-472f-9ef1-2e6db7572a57', 'route': ['p2', 'e4', 'i1', 'x8', 'p3', 'c3']}
1769755835.6282282,SENT,196e90f5-08e8-49b3-86ac-463207ade03d,47abfae2-daf6-4571-be57-717195de47f5,c5,c3,3368,?,p2,
1769755835.628383,CREATED,c87d825f-73eb-4da4-9088-2b0287fabd49,497fcd5b-e48a-452b-b06b-90f233f4b985,c5,c3,27,?,?,surb={'id': '6c740d7a-5e03-4f63-b054-290f4a2061f9', 'route': ['p3', 'e7', 'i2', 'x4', 'p2', 'c5']}
1769755835.963481,RECEIVED,4193c6e2-1ed2-42da-b0c6-b5ea8ba63e2c,57c9111a-43bf-4333-9629-be20f3b481f8,c3,c5,27,p2,?,surb={'id': 'c141a078-4c92-47be-b24f-1f67d202862c', 'route': ['p2', 'e11', 'i11', 'x5', 'p3', 'c3']}
1769755836.6432097,SENT,cad9a3a4-5fd4-4dca-9f70-196fdf973ba6,dba0330e-a086-467b-a066-504ba6a25c10,c5,c3,3391,?,p2,
1769755836.643453,CREATED,5d9a8295-fe43-4ed8-a395-d26324048e75,8a04ba8a-4748-4b87-9546-5e90bcd85e78,c5,c3,27,?,?,surb={'id': '8562db1b-fc90-4ade-a00e-0ad3be7ffc59', 'route': ['p3', 'e1', 'i12', 'x10', 'p2', 'c5']}
1769755836.6769643,SENT,a2298451-1986-4231-ae32-5ce88dbd6733,1f257dee-2ae7-4bba-9949-cb1830e713d9,c5,c3,3387,?,p2,
1769755836.6771278,CREATED,a9e953d7-1ab8-4ba3-a355-e6b4978a814f,8a04ba8a-4748-4b87-9546-5e90bcd85e78,c5,c3,27,?,?,surb={'id': '8562db1b-fc90-4ade-a00e-0ad3be7ffc59', 'route': ['p3', 'e1', 'i12', 'x10', 'p2', 'c5']}
1769755836.7030683,SENT,533694a5-6a04-4e1b-b494-1a196a48bc7d,327a9f35-dd2e-4507-9224-18f15a814ca5,c5,c3,3384,?,p2,
1769755836.703206,CREATED,97574287-d9e5-4561-abea-bb8a232b8f16,0bd1c7e8-0fad-413d-98f8-96ef7c0abc0c,c5,c3,26,?,?,surb={'id': '34d6044d-7739-41fa-a8f4-360f103956e0', 'route': ['p3', 'e2', 'i5', 'x8', 'p2', 'c5']}
1769755836.9433675,RECEIVED,f3eb0b96-9b09-4696-86b5-2359615f4828,57c9111a-43bf-4333-9629-be20f3b481f8,c3,c5,27,p2,?,surb={'id': 'c141a078-4c92-47be-b24f-1f67d202862c', 'route': ['p2', 'e11', 'i11', 'x5', 'p3', 'c3']}
1769755837.1677604,SENT,65026e18-30ea-40c4-bdfa-200aa3411222,5b3ff1d3-a040-4cd5-ae5d-02f29320e1a1,c5,c3,3359,?,p2,
1769755837.1678965,CREATED,031389bc-c8c9-4ac9-95fd-6afeac33b77b,0bd1c7e8-0fad-413d-98f8-96ef7c0abc0c,c5,c3,26,?,?,surb={'id': '34d6044d-7739-41fa-a8f4-360f103956e0', 'route': ['p3', 'e2', 'i5', 'x8', 'p2', 'c5']}
1769755837.3105454,RECEIVED,707a3271-cfe1-4425-8145-553902eef3a9,f2875738-cde2-46f1-8032-5decb61c1670,c3,c5,27,p2,?,surb={'id': 'a1848099-dc2a-409d-a97f-2055504b04b7', 'route': ['p2', 'e9', 'i9', 'x8', 'p3', 'c3']}
1769755837.334863,SENT,8657b2bd-a019-4d39-bfe1-658063433b8b,96a040e2-d266-40a8-9201-c1f0c35aaeed,c5,c3,3385,?,p2,
1769755837.3350008,CREATED,26394326-b70e-479f-8e87-62381ce3987f,f115453a-4b12-4717-9c84-f8e117f2fe06,c5,c3,27,?,?,surb={'id': '1532c5d7-b060-449a-9c79-6f9d7cd8ac5b', 'route': ['p3', 'e1', 'i8', 'x12', 'p2', 'c5']}
1769755837.3534913,RECEIVED,1d17a7f4-5b08-4ddd-a324-fff3a578c038,97d370b6-f05d-48a2-aa65-e21635892d77,c3,c5,27,p2,?,surb={'id': 'b727fb8b-1cb7-4659-9698-7109d358253b', 'route': ['p2', 'e1', 'i4', 'x3', 'p3', 'c3']}
1769755837.4727695,RECEIVED,86807c38-f19d-45a9-994a-4ccc213aaf24,dd1f942c-d9b0-4327-b032-eaec8ee54dda,c3,c5,26,p2,?,surb={'id': 'a1dac577-1e39-485d-9b0a-9678834e043c', 'route': ['p2', 'e2', 'i7', 'x1', 'p3', 'c3']}
1769755837.78423,SENT,97d40094-6f13-4f55-92e4-bbb874f2e57b,11037cce-5d8b-4409-b7e1-5551c03d681e,c5,c3,3361,?,p2,
1769755837.7843654,CREATED,e6878805-c305-4c49-9e51-3ca39bb434e4,f115453a-4b12-4717-9c84-f8e117f2fe06,c5,c3,27,?,?,surb={'id': '1532c5d7-b060-449a-9c79-6f9d7cd8ac5b', 'route': ['p3', 'e1', 'i8', 'x12', 'p2', 'c5']}
1769755838.0828645,SENT,26d40e89-1258-4566-b3ce-d19689252389,4b0f99f0-4f30-4a87-a3ed-eaaf0759a01d,c5,c3,3388,?,p2,
1769755838.0829382,CREATED,bf960a73-44a8-4550-a5de-a758a2ffa7d5,d10c128d-5b5f-44d5-ade7-55c3775770df,c5,c3,27,?,?,surb={'id': '84bdff19-52ea-47d2-b565-7c627512bda5', 'route': ['p3', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769755838.2014868,SENT,9c2d799c-5863-43f4-a85b-b50f6236cd42,f83b7e83-bee8-43bd-86e5-1a9d8d11ae2d,c5,c3,3368,?,p2,
1769755838.2016366,CREATED,a6bc26b4-910d-43f5-8e3e-e4925f98fb03,d10c128d-5b5f-44d5-ade7-55c3775770df,c5,c3,27,?,?,surb={'id': '84bdff19-52ea-47d2-b565-7c627512bda5', 'route': ['p3', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769755838.2713947,SENT,d00dabe8-e219-44a4-8753-9971720b804e,3907f14d-face-4126-a211-4ab905ad403c,c5,c3,3399,?,p2,
1769755838.2715416,CREATED,b2e7477a-36d9-415d-86e4-1385e5b49841,8470c4ff-6094-4639-ae88-1ef5804b3586,c5,c3,27,?,?,surb={'id': '1aa65f5c-b4a6-4bd5-86e4-7bb03e8086f0', 'route': ['p3', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769755838.4655695,SENT,8eae548b-6d1c-4f07-8196-051d507c990a,717bb2d9-660f-49f6-b1f9-a099ea1116fe,c5,c3,3376,?,p2,
1769755838.4656699,CREATED,1477aff2-4149-463e-8d23-87ea72479738,8470c4ff-6094-4639-ae88-1ef5804b3586,c5,c3,27,?,?,surb={'id': '1aa65f5c-b4a6-4bd5-86e4-7bb03e8086f0', 'route': ['p3', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769755838.7839906,RECEIVED,30661a54-a750-4b99-8754-fedf4def6e1e,174ccb58-6ef8-42c4-a6c7-d2936288761f,c3,c5,27,p2,?,surb={'id': 'b147dc4f-ada0-45a4-94d2-0e2191f28ce4', 'route': ['p2', 'e8', 'i1', 'x3', 'p3', 'c3']}
1769755838.8486454,SENT,9519e2c9-604d-47b2-8bfd-ea1f9ba01155,1fa1d76e-653a-4d89-9109-509524efd1cb,c5,c3,3359,?,p2,
1769755838.8487232,CREATED,ce171a4d-666e-480e-9e66-6ee1aefe0c36,72a1fa93-4f9f-43ce-a113-780f54b0c2c8,c5,c3,27,?,?,surb={'id': '7a280b63-9019-4d95-a5da-e73687d4d081', 'route': ['p3', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769755838.8661737,RECEIVED,705fe127-d71d-427f-b15a-69bce182ac02,1838f650-8ea2-49b1-a278-5b3825a6b193,c3,c5,26,p2,?,surb={'id': '2039a3d3-6ef4-4cb7-85d1-eefaaa141fd0', 'route': ['p2', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769755839.0809457,RECEIVED,64c537e3-199f-44e3-852f-db2c3ff6bdee,10972723-9562-42d4-83e3-48881f06f8b2,c3,c5,27,p2,?,surb={'id': '08d917f2-4cc9-4971-944c-ce4610d86997', 'route': ['p2', 'e8', 'i9', 'x8', 'p3', 'c3']}
1769755839.0962696,RECEIVED,9c291dfa-4437-4c0e-8ff1-5a90a14f81c1,dd1f942c-d9b0-4327-b032-eaec8ee54dda,c3,c5,26,p2,?,surb={'id': 'a1dac577-1e39-485d-9b0a-9678834e043c', 'route': ['p2', 'e2', 'i7', 'x1', 'p3', 'c3']}
1769755839.1006227,RECEIVED,6564da64-d700-4e1a-bf85-538a34731162,0f1c489a-6806-4511-8d90-20728c79b85c,c3,c5,26,p2,?,surb={'id': '0ccfebfa-479d-46c4-a4c2-fa81c082dfb8', 'route': ['p2', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769755839.1086621,SENT,a28b4ee2-acbe-473f-bb64-5b8786c38476,ef58897f-4a97-49d4-a5f1-7303883033ff,c5,c3,3392,?,p2,
1769755839.108737,CREATED,1f2a8b3a-ae79-475f-a896-50e477f75b50,72a1fa93-4f9f-43ce-a113-780f54b0c2c8,c5,c3,27,?,?,surb={'id': '7a280b63-9019-4d95-a5da-e73687d4d081', 'route': ['p3', 'e6', 'i6', 'x8', 'p2', 'c5']}
1769755839.1349683,SENT,a505ca50-ba39-4d3d-aa16-bf235f427c43,72f704b3-08a9-4295-a150-20e6fcb3d665,c5,c3,3402,?,p2,
1769755839.1350584,CREATED,8416b1f8-5f73-4a8f-97f9-914583c60a6f,46d8bccd-9064-4644-b4f6-2d07d303ec66,c5,c3,27,?,?,surb={'id': '9476209c-b1f0-4c22-bc49-1466eaf37ed7', 'route': ['p3', 'e11', 'i2', 'x4', 'p2', 'c5']}
1769755839.2148228,SENT,bf79f784-301a-46ea-b946-0ec169f51369,652b7611-9d83-461c-9d26-56fc02677bbb,c5,c3,3383,?,p2,
1769755839.2148998,CREATED,80ab2f32-50c3-4a7c-9fa9-850e344b3c92,46d8bccd-9064-4644-b4f6-2d07d303ec66,c5,c3,27,?,?,surb={'id': '9476209c-b1f0-4c22-bc49-1466eaf37ed7', 'route': ['p3', 'e11', 'i2', 'x4', 'p2', 'c5']}
1769755839.5215616,RECEIVED,de749585-032c-4cba-aa79-82332b1f855a,10972723-9562-42d4-83e3-48881f06f8b2,c3,c5,27,p2,?,surb={'id': '08d917f2-4cc9-4971-944c-ce4610d86997', 'route': ['p2', 'e8', 'i9', 'x8', 'p3', 'c3']}
1769755839.531866,RECEIVED,4a6b6904-b84d-41f2-868d-438266683a50,f2875738-cde2-46f1-8032-5decb61c1670,c3,c5,27,p2,?,surb={'id': 'a1848099-dc2a-409d-a97f-2055504b04b7', 'route': ['p2', 'e9', 'i9', 'x8', 'p3', 'c3']}
1769755839.568135,RECEIVED,466f14a3-df71-4f39-9f4e-386486009bd8,0f1c489a-6806-4511-8d90-20728c79b85c,c3,c5,26,p2,?,surb={'id': '0ccfebfa-479d-46c4-a4c2-fa81c082dfb8', 'route': ['p2', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769755840.1696131,RECEIVED,7ddca348-3359-4b4f-9079-afc6b5a6a961,97d370b6-f05d-48a2-aa65-e21635892d77,c3,c5,27,p2,?,surb={'id': 'b727fb8b-1cb7-4659-9698-7109d358253b', 'route': ['p2', 'e1', 'i4', 'x3', 'p3', 'c3']}
1769755840.1737428,SENT,fdde3569-0fd8-4901-94df-2162925f1a32,badf6566-6714-4e81-ac63-c6585031274b,c5,c3,3371,?,p2,
1769755840.173793,CREATED,d2b189c4-7d62-45fa-b7de-0ccc01e4cb36,96802b13-6ec1-4dcd-bd15-bcb48888e779,c5,c3,27,?,?,surb={'id': '4ba18bbb-0c04-427d-81ee-6e675023eeb7', 'route': ['p3', 'e3', 'i10', 'x9', 'p2', 'c5']}
1769755840.200283,RECEIVED,533c14e4-458a-489e-85d4-956e80011291,1abcbe4b-084d-4bbc-8d72-d24a3512768a,c3,c5,27,p2,?,surb={'id': '772d881b-493a-47fa-8b69-b7615e32e9ea', 'route': ['p2', 'e5', 'i6', 'x8', 'p3', 'c3']}
1769755840.3983383,RECEIVED,1b814378-c764-4cc4-9536-46bd378168e4,174ccb58-6ef8-42c4-a6c7-d2936288761f,c3,c5,27,p2,?,surb={'id': 'b147dc4f-ada0-45a4-94d2-0e2191f28ce4', 'route': ['p2', 'e8', 'i1', 'x3', 'p3', 'c3']}
1769755840.4050114,SENT,8962ad0b-0295-4bd8-8e2a-eb5e5262f0ca,52a062cb-6a05-41e4-a5c8-8992ea7681b6,c5,c3,3376,?,p2,
1769755840.4051917,CREATED,9430b625-2823-4ed9-aa53-da7b2500b981,96802b13-6ec1-4dcd-bd15-bcb48888e779,c5,c3,27,?,?,surb={'id': '4ba18bbb-0c04-427d-81ee-6e675023eeb7', 'route': ['p3', 'e3', 'i10', 'x9', 'p2', 'c5']}
1769755840.5281672,SENT,71a90cc8-f9b3-48b6-b3be-588719c710f9,5db4cfb2-a737-4046-8686-790eecaf9da0,c5,c3,3348,?,p2,
1769755840.5283241,CREATED,d739492a-5287-4800-8d2f-4e3d0fe85a3f,4f3915ba-dfa8-4a5c-b013-3140cb26b947,c5,c3,26,?,?,surb={'id': '6acbfce7-9ee2-42be-bfb7-d39b131624ae', 'route': ['p3', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769755840.6732118,SENT,27f536b5-26f1-4d2a-b37b-d87aa57f1fa0,f0a1284c-d556-40fa-8a39-05257b0017da,c5,c3,3379,?,p2,
1769755840.6733677,CREATED,c6a3f073-958d-41b2-8112-2ad0cd0b5b7d,4f3915ba-dfa8-4a5c-b013-3140cb26b947,c5,c3,26,?,?,surb={'id': '6acbfce7-9ee2-42be-bfb7-d39b131624ae', 'route': ['p3', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769755840.773905,RECEIVED,3b636866-57d0-4c48-98df-4506dd0b21a6,1838f650-8ea2-49b1-a278-5b3825a6b193,c3,c5,26,p2,?,surb={'id': '2039a3d3-6ef4-4cb7-85d1-eefaaa141fd0', 'route': ['p2', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769755840.943434,SENT,3ba6e15f-2503-4766-9ef0-65f79fe9c47b,83b3cdd4-806c-46d1-976d-175053a8ded2,c5,c3,3379,?,p2,
1769755840.9435112,CREATED,a5b880ca-be88-45d8-878e-0863e2e198a8,a20b2069-8a68-4043-8396-cc919d8740b5,c5,c3,26,?,?,surb={'id': '15831637-c48b-491f-9f49-da3886321352', 'route': ['p3', 'e10', 'i9', 'x11', 'p2', 'c5']}
1769755840.988735,RECEIVED,90608d18-9d65-49c5-8800-c0bbd3a6663c,266e06de-d636-49c6-825a-9546664523b0,c3,c5,26,p2,?,surb={'id': '9ca1b0ff-719a-4b98-b6da-d971ba829250', 'route': ['p2', 'e5', 'i9', 'x11', 'p3', 'c3']}
1769755841.5137696,RECEIVED,61cbb8e2-68c0-4bf1-9466-392dce77cb42,4ca5341d-e72d-4b76-912b-0831bf287334,c3,c5,27,p2,?,surb={'id': '9a710599-dc5a-416e-a3a9-06a758421c1e', 'route': ['p2', 'e10', 'i6', 'x3', 'p3', 'c3']}
1769755841.7449458,RECEIVED,4961303a-bae1-4acf-a608-54b649f357cc,4ca5341d-e72d-4b76-912b-0831bf287334,c3,c5,27,p2,?,surb={'id': '9a710599-dc5a-416e-a3a9-06a758421c1e', 'route': ['p2', 'e10', 'i6', 'x3', 'p3', 'c3']}
1769755841.7577949,SENT,93ed6d4b-4d05-4890-8cd2-5d925333a0d2,a4fd5a88-85f3-4000-a301-09a9331f11d4,c5,c3,3380,?,p2,
1769755841.7579489,CREATED,23a1e151-97b1-4143-9d88-6c44a28bcb1a,a20b2069-8a68-4043-8396-cc919d8740b5,c5,c3,26,?,?,surb={'id': '15831637-c48b-491f-9f49-da3886321352', 'route': ['p3', 'e10', 'i9', 'x11', 'p2', 'c5']}
1769755841.9453218,RECEIVED,8f70f4b5-f851-4a2e-b9b5-1f918f31ff47,66179511-3e83-407c-abb3-77b3f4bc82c3,c3,c5,27,p2,?,surb={'id': '48ad4378-38a5-4e8d-a536-5ed41c25f7b3', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769755842.0018504,RECEIVED,31ec7e33-8aa4-4acf-b3c3-76184a46e568,66179511-3e83-407c-abb3-77b3f4bc82c3,c3,c5,27,p2,?,surb={'id': '48ad4378-38a5-4e8d-a536-5ed41c25f7b3', 'route': ['p2', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769755842.0131059,RECEIVED,fe41d8de-fd6d-4c0a-ad6a-29731d471ef9,266e06de-d636-49c6-825a-9546664523b0,c3,c5,26,p2,?,surb={'id': '9ca1b0ff-719a-4b98-b6da-d971ba829250', 'route': ['p2', 'e5', 'i9', 'x11', 'p3', 'c3']}
1769755842.1966224,SENT,5c3540e2-a82b-4a49-b056-acbc954b8fe1,989cc438-02e6-4e22-8145-5b5cd5b40fcc,c5,c3,3375,?,p2,
1769755842.1967368,CREATED,63d654dd-a389-49c5-9aef-7fd254515a77,683ba0f7-d063-435e-b804-21ec4183cc9b,c5,c3,27,?,?,surb={'id': 'd7cb2dd3-e05d-486f-a62c-7f2ac54d75e4', 'route': ['p3', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769755842.2699354,SENT,81d00fd0-0723-4937-bbbb-b85f3c11cb0d,7cf66912-451f-417b-a2c4-91a120d707cf,c5,c3,3388,?,p2,
1769755842.2701335,CREATED,b03eb22d-9acb-4401-9b3b-b46d505328e1,683ba0f7-d063-435e-b804-21ec4183cc9b,c5,c3,27,?,?,surb={'id': 'd7cb2dd3-e05d-486f-a62c-7f2ac54d75e4', 'route': ['p3', 'e8', 'i9', 'x4', 'p2', 'c5']}
1769755842.3085382,RECEIVED,56276c54-33a8-4923-81c2-f555f3ab2a7c,1abcbe4b-084d-4bbc-8d72-d24a3512768a,c3,c5,27,p2,?,surb={'id': '772d881b-493a-47fa-8b69-b7615e32e9ea', 'route': ['p2', 'e5', 'i6', 'x8', 'p3', 'c3']}
1769755842.8907068,SENT,e44d72ba-d870-44c7-b26b-a7896467a83c,90363bfb-75a4-47e5-b233-154c4cb2be8c,c5,c3,3392,?,p2,
