timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755317.995764,SENT,d16cdd9d-cfb9-408e-8c0f-a8cb2b17603c,f3ddbf06-44b3-49af-a92d-3ed54bb10f4d,c2,c3,3359,?,p2,
1769755317.9959388,CREATED,e654d77d-fafe-4f6c-92cb-499700ee9848,e9dd4d52-1ad9-4413-bdb7-631b7b22d73d,c2,c3,26,?,?,surb={'id': 'eca8ca1d-7949-4858-a58b-87658e352aef', 'route': ['p3', 'e10', 'i5', 'x4', 'p2', 'c2']}
1769755318.1026664,SENT,c94a0924-1e48-4c60-972c-ac135c4c507e,edfa7a4d-c15f-4b42-a6ee-fa3878485207,c2,c3,3368,?,p2,
1769755318.1028178,CREATED,69911e27-340d-454c-a83a-d059e7b86d04,e9dd4d52-1ad9-4413-bdb7-631b7b22d73d,c2,c3,26,?,?,surb={'id': 'eca8ca1d-7949-4858-a58b-87658e352aef', 'route': ['p3', 'e10', 'i5', 'x4', 'p2', 'c2']}
1769755318.367298,SENT,4a1931d4-53db-4862-9e18-f0e359a887ad,d4e2300d-1b3b-4459-804a-7510b9ded5fa,c2,c3,3371,?,p2,
1769755318.3674314,CREATED,a16c183b-d5b1-4296-9bcc-c709d92a64b6,e700c4a7-020d-4439-b799-072f03df2424,c2,c3,27,?,?,surb={'id': '654fde92-d08e-437f-a88e-dfcc22724649', 'route': ['p3', 'e9', 'i10', 'x8', 'p2', 'c2']}
1769755318.504965,SENT,b68a2cc8-9e1b-48af-83a3-dfbb9563f081,f6f1b756-71a3-4bb8-ab37-01093934ea50,c2,c3,3363,?,p2,
1769755318.5051358,CREATED,d57329a4-cc2e-4bba-bc87-00c8d366d791,e700c4a7-020d-4439-b799-072f03df2424,c2,c3,27,?,?,surb={'id': '654fde92-d08e-437f-a88e-dfcc22724649', 'route': ['p3', 'e9', 'i10', 'x8', 'p2', 'c2']}
1769755318.8619013,SENT,ba601e5f-1cf1-47c3-8aba-0dfed3e4abc5,b80fb2af-282d-4ba3-999d-7e6052918dee,c2,c3,3397,?,p2,
1769755318.8620317,CREATED,634a69c3-a14c-41d2-9bae-99367819b766,7e9bc0aa-bc0c-4b57-8147-0525c8e2c1c9,c2,c3,27,?,?,surb={'id': 'bf89044b-3201-46c8-afcb-7122929d78f1', 'route': ['p3', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769755318.9246216,SENT,db0acdd9-c573-4811-ad7b-5612420995e8,e5dae992-09d4-4e9f-a541-084cd0407ae5,c2,c3,3385,?,p2,
1769755318.9247534,CREATED,39be34bc-74eb-4a0e-a08e-ae95024e3d6c,7e9bc0aa-bc0c-4b57-8147-0525c8e2c1c9,c2,c3,27,?,?,surb={'id': 'bf89044b-3201-46c8-afcb-7122929d78f1', 'route': ['p3', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769755318.9573405,SENT,63751bf8-5c8c-4d90-ba50-8c7f00a2c8e7,890010bc-61cb-4972-8793-fffdc9261e3d,c2,DROP,2022,?,p2,
1769755318.9574873,CREATED,0d4f6524-e33a-43a6-8304-59be486635d5,04e44ea3-35da-4c3b-8056-77cf9e7ba5b0,c2,DROP,27,?,?,
1769755319.394173,SENT,1a7f0e69-dd8a-4f9a-ace2-65ac004ba7ee,8dd25861-2b8b-4a71-b288-96d5ce954254,c2,DROP,2015,?,p2,
1769755319.3942788,CREATED,213edd77-22f6-441c-b6d9-b0eabf883a8f,4707d698-bd1d-4e8f-aead-28da0593f1d5,c2,DROP,26,?,?,
1769755319.3989782,SENT,f4f3c0f9-f9a4-443f-9e10-0cba4cc1d57c,b321e11b-217b-47a4-ac6c-4b23ce14cd7d,c2,DROP,2017,?,p2,
1769755319.399134,CREATED,4dcc198d-87ad-426f-be04-aa40c80b4e54,3b4ccacc-9bab-41e2-b589-8f8e356dca2b,c2,DROP,27,?,?,
1769755319.6343577,RECEIVED,d232754c-a063-4960-b792-e74cb57f9cc5,606741c4-b778-4247-9b86-3620b18c54d6,c4,c2,27,p2,?,surb={'id': 'f3aebbc9-69d6-4e66-a624-65204f84db52', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c4']}
1769755319.7276866,SENT,0f2fb3e9-cf40-47f9-8b5d-82889a83baa3,e48f4db7-0f07-485a-87f8-58203a0f49d1,c2,DROP,2023,?,p2,
1769755319.727806,CREATED,36cc451b-5206-40c0-8167-4cbfa1345f35,5ab6234b-3f56-430d-aae2-a84adc2ce50b,c2,DROP,27,?,?,
1769755319.8037004,SENT,0380ebdb-1791-4315-a538-650ba0d103e1,5044dae5-e00a-4199-a130-f8d3a7f97c43,c2,DROP,2024,?,p2,
1769755319.8038156,CREATED,83509d0b-8e4d-4bbc-a14b-bd5a87e15a92,fd2763f5-d36e-4238-bf15-372d0302624a,c2,DROP,27,?,?,
1769755319.8759265,RECEIVED,579b98e1-900a-4279-9cf6-c871107fd2a1,2204b205-eec2-46cb-9f66-1b07b5d9cdf6,c4,c2,27,p2,?,surb={'id': '8ed415c0-b53b-46b1-83ff-029cddfd3669', 'route': ['p2', 'e9', 'i7', 'x7', 'p1', 'c4']}
1769755320.024576,RECEIVED,4254d8c7-46f1-4237-8af7-7cf0aea1f0ef,606741c4-b778-4247-9b86-3620b18c54d6,c4,c2,27,p2,?,surb={'id': 'f3aebbc9-69d6-4e66-a624-65204f84db52', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c4']}
1769755320.4856231,RECEIVED,a20a195b-822f-4556-9fe1-c22c75f80851,27cbefb7-a650-4f8d-b074-b90551ddbea3,c1,c2,27,p2,?,surb={'id': '4f23d022-95ec-4d27-981e-8bd88327378b', 'route': ['p2', 'e3', 'i3', 'x4', 'p1', 'c1']}
1769755320.5310323,SENT,d8a8c726-eb84-48c0-a3ae-a6849ef25058,88f894dc-d769-486f-be2e-9ac6493b2f1e,c2,DROP,2041,?,p2,
1769755320.531198,CREATED,3b9786f5-583b-404b-9542-70db3f6ab345,6836d1b1-aa13-483f-83e4-24f643c71e4a,c2,DROP,27,?,?,
1769755320.5413907,RECEIVED,236bb682-d35c-46b1-9229-c1ef778b3781,fb256959-efaa-4c86-bcb0-e35704f3970d,c4,c2,27,p2,?,surb={'id': '63107ef3-1c66-4fcc-89d5-bcd7a60fc6d9', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c4']}
1769755320.6477487,SENT,2dce9e16-49eb-43f0-9643-c2625586a31f,decb5840-6ff8-49d0-ae14-9e6189852603,c2,DROP,2031,?,p2,
1769755320.6478705,CREATED,a4953dc3-9348-487e-b2bb-a326f9a8b17c,afba5a8d-10b8-408a-b547-315135c20054,c2,DROP,26,?,?,
1769755320.9967115,SENT,852a8ac9-c7b1-4942-b0d6-0e310c152d2c,2ef62d30-5959-4adf-8c00-c2d5209eb3ec,c2,DROP,2015,?,p2,
1769755320.9968274,CREATED,65cf4603-435c-4dad-b7df-43821825acf5,c5a9719e-5cb2-4138-8337-90262c23f1d5,c2,DROP,26,?,?,
1769755321.0528545,SENT,4a35f374-3513-4979-b844-9509d17c56d7,15626344-7384-4597-ae31-ddff017eb31f,c2,DROP,2016,?,p2,
1769755321.0529718,CREATED,5d82413f-26e5-412f-8d5a-832830b7ee0b,4efeba0b-523e-4622-b58f-3a36dbee6715,c2,DROP,26,?,?,
1769755321.226484,RECEIVED,86c72899-0589-43f0-a8ae-428c82ae3749,6e880135-43f6-462c-9520-d2200b6da54c,c4,c2,27,p2,?,surb={'id': 'abea5233-1faf-4e24-8b7d-cce33f356387', 'route': ['p2', 'e8', 'i5', 'x8', 'p1', 'c4']}
1769755321.3735468,RECEIVED,dd5d7a60-cd99-4c51-b534-de37403fdd99,a20204c1-ccad-48d9-9a3e-62a27d02195f,c1,c2,27,p2,?,surb={'id': '41f272ee-f8ee-438d-b711-846c96ffb7e7', 'route': ['p2', 'e1', 'i6', 'x2', 'p1', 'c1']}
1769755321.4801426,RECEIVED,a06ec181-6820-44f3-95dc-a340acc8be6c,a20204c1-ccad-48d9-9a3e-62a27d02195f,c1,c2,27,p2,?,surb={'id': '41f272ee-f8ee-438d-b711-846c96ffb7e7', 'route': ['p2', 'e1', 'i6', 'x2', 'p1', 'c1']}
1769755321.652887,SENT,00e13f46-3b42-472e-99bf-1624a9a604d5,b664569e-42d8-453f-ae24-f2d650e3a07c,c2,c3,3372,?,p2,
1769755321.6530163,CREATED,bc222619-75a4-4e5f-b949-6ae56a96190d,e291ce3a-4250-4151-821d-9ce8a0a1c9ec,c2,c3,26,?,?,surb={'id': 'ed5e6eb7-e1fd-43ac-b94b-4fd52cb826a9', 'route': ['p3', 'e5', 'i3', 'x5', 'p2', 'c2']}
1769755321.8245974,SENT,fba3b85a-8e21-4baa-8ff9-bb322e9194b6,6f4c250e-f56b-4acf-8da4-6d1b7c8ff7d3,c2,c3,3360,?,p2,
1769755321.8247294,CREATED,e76a8d9f-aa8b-4e3e-97e6-a51f7e819131,e291ce3a-4250-4151-821d-9ce8a0a1c9ec,c2,c3,26,?,?,surb={'id': 'ed5e6eb7-e1fd-43ac-b94b-4fd52cb826a9', 'route': ['p3', 'e5', 'i3', 'x5', 'p2', 'c2']}
1769755321.8427305,SENT,dca683f8-5443-42e5-bdb8-05c75a431b50,0b05ab69-8e5b-47de-a130-2f0d6bafdbb9,c2,c3,3375,?,p2,
1769755321.842857,CREATED,d0042e10-a8dc-4e7a-a084-e68ea26339d4,392ec620-54ee-4370-9401-219d2853943d,c2,c3,27,?,?,surb={'id': '3934d2b5-18a1-4c3d-9e34-a53eeba12412', 'route': ['p3', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769755322.0808172,RECEIVED,4b413d7d-6daa-4db1-8d51-436b37a8100a,25ea808c-69b6-41e4-abf7-40b33c9da304,c4,c2,27,p2,?,surb={'id': '6f220f0b-bf01-427b-91df-0917722a80d0', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769755322.2067766,RECEIVED,8d8f5db7-31db-48e0-ba71-e76ea353ab34,3ca53a35-cf07-4a38-9276-2cb0c757c4c6,c4,c2,26,p2,?,surb={'id': 'd747f734-3d42-4d26-96e2-bda5e7ca673e', 'route': ['p2', 'e6', 'i3', 'x8', 'p1', 'c4']}
1769755322.2154958,SENT,eebe9cb8-2371-4eca-937e-ba9c02b9a539,97ca42b7-b300-4679-892f-596d25b72734,c2,c3,3383,?,p2,
1769755322.2156415,CREATED,d7d3af13-b148-4386-9a0b-c817d6efc172,392ec620-54ee-4370-9401-219d2853943d,c2,c3,27,?,?,surb={'id': '3934d2b5-18a1-4c3d-9e34-a53eeba12412', 'route': ['p3', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769755322.2623403,RECEIVED,1f192b6e-04a1-409a-897c-5e6bd984ec4e,fb256959-efaa-4c86-bcb0-e35704f3970d,c4,c2,27,p2,?,surb={'id': '63107ef3-1c66-4fcc-89d5-bcd7a60fc6d9', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c4']}
1769755322.3954015,RECEIVED,426aaff5-5c13-491d-94c9-bccadf8a771d,6e880135-43f6-462c-9520-d2200b6da54c,c4,c2,27,p2,?,surb={'id': 'abea5233-1faf-4e24-8b7d-cce33f356387', 'route': ['p2', 'e8', 'i5', 'x8', 'p1', 'c4']}
