timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769749150.3606732,SENT,9aef9db8-b243-4818-92a8-8699775a69e6,15e7ae53-24d9-49f2-a198-12c52a279195,c3,c1,3378,?,p3,
1769749150.3608513,CREATED,e7ef04d8-ad61-4bbc-bd6a-ca943ea0b452,f0a325db-99ef-49f4-9a09-bccc133fca07,c3,c1,26,?,?,surb={'id': '4bb8042a-2f03-4d5a-a543-61b7fbee2075', 'route': ['p1', 'e3', 'i4', 'x7', 'p3', 'c3']}
1769749155.736732,CREATED,833ecd4f-ec57-4561-b1b7-53ce5b32f182,5f8e9957-b9fa-4757-adc2-0d5555ff28be,c3,c1,27,?,?,surb={'id': '8588c384-cb3c-4ab3-82c4-fa24e775b9c0', 'route': ['p1', 'e8', 'i7', 'x12', 'p3', 'c3']}
1769749155.7532656,SENT,2770799a-ccbc-4194-818e-445fd4c7c869,a88b55da-5562-41b5-8520-eda0857fe2a4,c3,DROP,2020,?,p3,
1769749155.7533927,CREATED,ad4a8aa8-d9fe-4c14-b089-f8c512c40382,0bcecb93-8632-4cd9-b88b-de768933d9a4,c3,DROP,27,?,?,
1769749155.8376298,SENT,3b3d8e02-c5dc-4a86-be28-78351e5c34d0,50a95a2e-a5cf-449d-8536-96aaf7ef13c8,c3,DROP,2032,?,p3,
1769749155.8377392,CREATED,f8c88aec-4ede-4417-93fd-55236c1c8f4d,29ba5786-104f-465d-b439-02dbb3595c5e,c3,DROP,27,?,?,
1769749155.9931633,RECEIVED,c1997783-abe8-48cf-b9e8-6645a8b81136,bf8ee03b-91c8-4709-975f-33b272021e1f,c4,c3,27,p3,?,surb={'id': 'a473aedf-8410-41fd-90d1-218b3ba66e0a', 'route': ['p3', 'e4', 'i12', 'x12', 'p1', 'c4']}
1769749156.0344272,SENT,04cbbc52-e92f-4f06-b7fd-96c59311e5f2,767413ce-1ff0-4ac9-b82e-6ad105c36937,c3,c1,3392,?,p3,
1769749156.034576,CREATED,55b2bdb3-d1bb-461c-b79e-0df8d6c698f2,9e0213b6-80e8-4ee5-bea1-bf500e3f332f,c3,c1,27,?,?,surb={'id': 'a23421bc-cb09-4790-bb5d-c0a880a6877b', 'route': ['p1', 'e2', 'i7', 'x4', 'p3', 'c3']}
1769749156.1969619,RECEIVED,c1304ce2-5c35-46b9-b06b-1746db171469,2f7fa8af-5bf6-484e-8d3f-be2813bb3477,c5,c3,27,p3,?,surb={'id': '85ac82a6-d299-4705-b71a-e0eed59e2d74', 'route': ['p3', 'e11', 'i1', 'x1', 'p2', 'c5']}
1769749156.2455835,SENT,16527a7e-c3c5-4cbc-a03b-0b74c6d9f717,bf9940c2-a7bf-4ad8-8b70-49ed2eb42692,c3,DROP,2018,?,p3,
1769749156.2456982,CREATED,3515b19d-5afd-4dcb-b3f9-e3c5db9ee139,9ec202a6-bc8e-4659-9128-57541e90b2ad,c3,DROP,26,?,?,
1769749156.3122783,SENT,2e43a4be-4f4c-453c-a8df-f17560c5fa1f,6be9cc2a-5cf5-4fb1-b1c4-c4ce1fa8bca4,c3,DROP,2016,?,p3,
1769749156.312397,CREATED,037f3927-600b-4fa0-9cb3-7af86243159a,249ae7aa-cdd7-4b3d-9d6b-f3f411a01d92,c3,DROP,27,?,?,
1769749156.3488438,SENT,6db55e82-82b5-434a-be40-26d8066b66b3,4384c7a9-2bde-43e9-887a-7d7cd4f9a4c1,c3,c1,3380,?,p3,
1769749156.3489773,CREATED,d06ba788-19d8-4e88-b9c5-d12dce7a3c75,13435590-d65c-47ad-8157-267473482ca6,c3,c1,26,?,?,surb={'id': 'b11579a8-151f-4787-aaa5-ff6fbb8f7722', 'route': ['p1', 'e11', 'i9', 'x8', 'p3', 'c3']}
1769749156.366888,RECEIVED,d54312b9-42a9-4ee3-8b77-7510debb0c64,3934f030-48d2-4bad-82c3-0d4ee6cb4b1e,c5,c3,27,p3,?,surb={'id': 'da7b4eb6-b803-4e2a-ba59-47d81f97e0af', 'route': ['p3', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769749156.6856441,RECEIVED,2a1ebb8d-e129-4ccb-8480-96e230f6ead9,9ca95778-a50d-42a0-bf0a-3b371915ac3f,c4,c3,27,p3,?,surb={'id': '933777f5-b9c4-4c7e-b65c-34c57f0a9d9e', 'route': ['p3', 'e2', 'i12', 'x3', 'p1', 'c4']}
1769749156.7898004,RECEIVED,5f2a8611-2ea0-46f3-88bf-5c1ec45bdf53,d1b9f71c-732b-4306-980c-db2ec4a16971,c4,c3,26,p3,?,surb={'id': 'e7ff044d-6472-431c-83be-9fe6a14df73b', 'route': ['p3', 'e5', 'i9', 'x9', 'p1', 'c4']}
1769749156.9409256,SENT,f30dec4d-4848-4af3-9f70-b3a7a4178c99,8885d86c-16a7-497d-aa6d-06a2e6d514f1,c3,c1,3364,?,p3,
1769749156.9411013,CREATED,22437720-15ec-4232-a95f-0be58ed86203,c3f8a5e6-8c74-43ed-978e-faf03521ed82,c3,c1,27,?,?,surb={'id': '33508e79-7af1-498e-b936-ed1ace861eee', 'route': ['p1', 'e1', 'i12', 'x9', 'p3', 'c3']}
1769749157.178258,RECEIVED,c7eba8b3-3675-4ac4-8fa5-5d68a45812f8,40c7732a-0404-4e0f-a273-34933ee26dcb,c5,c3,27,p3,?,surb={'id': '36680a91-675f-4850-a47b-289c44fafc08', 'route': ['p3', 'e3', 'i7', 'x10', 'p2', 'c5']}
1769749157.2943757,SENT,7b4895ca-569f-4e1f-a8f4-3a847b9666d1,9008971b-5fea-4c57-a875-b3de61c7066e,c3,c1,3379,?,p3,
1769749157.2945201,CREATED,092ba962-b6ee-4b3a-ba70-dba9b36b0562,3b2ffc4d-f8e2-4028-835e-0751bb534ed3,c3,c1,26,?,?,surb={'id': 'cd047130-a76a-4626-ad71-66256d84bab3', 'route': ['p1', 'e2', 'i1', 'x11', 'p3', 'c3']}
1769749157.4401634,RECEIVED,a1ee8346-2057-4f4a-8f25-441b67e5315e,cb979f5c-5994-445d-ab89-beab00d6bd64,c5,c3,27,p3,?,surb={'id': '478fc2b0-53fa-4b87-baeb-1e5adeb7706b', 'route': ['p3', 'e5', 'i12', 'x6', 'p2', 'c5']}
1769749157.479937,SENT,6f364cd3-3040-4951-b577-9b1c0abccab4,d36528ad-f4b3-4cf5-b4c6-270cbdd413c1,c3,c1,3378,?,p3,
1769749157.4800904,CREATED,51916db7-1fdb-4f70-8761-933647f75b19,a35e67da-d7c9-43fc-bef7-02c191ae4fec,c3,c1,26,?,?,surb={'id': '715584aa-371e-4ff5-ad6a-b4cfc183ed48', 'route': ['p1', 'e11', 'i1', 'x5', 'p3', 'c3']}
1769749157.524685,SENT,1e474ee0-b5c3-42dc-95e3-3701eb7395cf,b0ed1a15-4c53-486b-8273-6cccc143c523,c3,DROP,2029,?,p3,
1769749157.5248058,CREATED,afb4e39e-6fe9-413b-b46e-1bff2fd1df24,8dbb722e-2d71-4723-af65-06f25dcecc15,c3,DROP,26,?,?,
1769749157.700508,RECEIVED,1cefd7ce-7f53-4fbd-8631-e8ad8f6b9b1c,01e220e3-89ec-4778-9225-ecfdcfd56f52,c5,c3,26,p3,?,surb={'id': 'ad84aafa-5262-4da7-aa0f-61ab04408bc3', 'route': ['p3', 'e2', 'i9', 'x11', 'p2', 'c5']}
1769749157.7675097,RECEIVED,a173344c-c129-4be6-86ea-6bcfabb82ae6,d5f3c146-558d-47b0-8409-1d2b49705a34,c4,c3,27,p3,?,surb={'id': '339a8dcf-0a2f-42a7-b59f-4d6fbf338978', 'route': ['p3', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769749157.827649,RECEIVED,ef8cdbcd-d5bc-4824-9cb3-bdd5bbeafaca,dd45884c-8343-4647-83e3-55aab7e7e1f7,c4,c3,26,p3,?,surb={'id': 'b0a84259-a18b-4b6d-8df5-57e42e087135', 'route': ['p3', 'e5', 'i7', 'x3', 'p1', 'c4']}
1769749158.0254202,RECEIVED,09c1ea88-f1ea-4a3b-85df-277d4619d17c,47812ab7-9d66-4d51-b52b-2f63e4757483,c5,c3,26,p3,?,surb={'id': 'a6d0f668-c243-46f6-a797-0e3eab9bdf30', 'route': ['p3', 'e7', 'i4', 'x7', 'p2', 'c5']}
1769749158.235934,RECEIVED,6ade33c5-d733-490f-9c27-8c1a5c7a5291,cf2dad55-961d-4b3e-9af8-480f500fa42d,c4,c3,27,p3,?,surb={'id': '22e01d59-a9ad-4300-9515-08dcfc5af6bd', 'route': ['p3', 'e12', 'i5', 'x2', 'p1', 'c4']}
1769749158.2789984,RECEIVED,0c15c65e-f924-4531-9d9e-63014b670f10,7f26fdc6-f586-41f3-b395-56f498cc4d52,c4,c3,26,p3,?,surb={'id': '204a7d44-4629-4e5e-a459-8ac48e4c012c', 'route': ['p3', 'e7', 'i4', 'x10', 'p1', 'c4']}
1769749158.281584,RECEIVED,dbdf3a41-d02f-42a8-93a7-293d9dad5f19,39c02edb-369c-448c-826e-053151ca99dc,c5,c3,27,p3,?,surb={'id': 'aeec3b91-b55d-4d02-b1d8-1466658f2480', 'route': ['p3', 'e4', 'i12', 'x4', 'p2', 'c5']}
1769749158.5796492,RECEIVED,7c3768bd-755d-4e0f-bc00-674facd54490,b2f13706-0321-4cd7-9744-8275f2385cd7,c5,c3,27,p3,?,surb={'id': '96efee3f-2a53-4108-a9ab-b92792f86db6', 'route': ['p3', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769749158.5808966,SENT,130a8ea5-e98b-485b-a05f-645e1f080ae9,98299ce6-b95a-43f4-a1ad-97f43d6ebf69,c3,c1,3385,?,p3,
1769749158.5816615,CREATED,13734df3-e56a-4534-88a3-174bc204776b,bb556120-7378-4fa6-b638-c43e3c59af63,c3,c1,27,?,?,surb={'id': '27da9204-3c33-474b-b44f-1325cf4f37a5', 'route': ['p1', 'e10', 'i8', 'x1', 'p3', 'c3']}
1769749158.634391,RECEIVED,cada07fd-908b-4abe-8361-8158b7729075,67b1bc94-7afa-4690-901d-90fb1ce1ef35,c5,c3,27,p3,?,surb={'id': '0d23366f-3e03-4aee-9b2e-1422bbd97dbc', 'route': ['p3', 'e9', 'i3', 'x6', 'p2', 'c5']}
1769749158.6843069,RECEIVED,84461888-099c-47fc-a3f6-09ae317649f7,1e7dd044-3244-432d-9b96-f3de0ca6ac2f,c5,c3,27,p3,?,surb={'id': '096bc030-bb6d-41e7-8c54-08520fd8bf99', 'route': ['p3', 'e6', 'i5', 'x8', 'p2', 'c5']}
1769749158.7176447,SENT,12ff92a2-4f6c-4ce5-8c6e-efe6e78cd918,92dc40dc-874f-48bf-bf8e-2a2a60cbf5d5,c3,c1,3396,?,p3,
1769749158.7177582,CREATED,2ff204d9-af5e-47ac-9a3b-b53e6962e347,36358cb3-a63c-449c-bc1f-f36f3facc54b,c3,c1,27,?,?,surb={'id': '18caedc3-6ca3-4ad5-8912-1f3b83bf2f0b', 'route': ['p1', 'e2', 'i3', 'x11', 'p3', 'c3']}
1769749158.827419,RECEIVED,db164d18-739a-4701-85b8-df80942d483d,e5e10592-80b0-4281-9e50-d5902e4cbe52,c5,c3,27,p3,?,surb={'id': 'f3a0a21d-f32e-4bbf-aff4-c279bc884f60', 'route': ['p3', 'e8', 'i3', 'x2', 'p2', 'c5']}
1769749158.8308742,SENT,2f6ccee1-2c53-4425-bd00-91f72c6ee3ac,0831c411-70f8-467a-8265-830e69dfc8f3,c3,c1,3375,?,p3,
1769749158.8310063,CREATED,4f99539c-a625-4c3d-9f8e-8b0316126410,23459f40-2e3a-4838-b7e2-ade31e8d1209,c3,c1,26,?,?,surb={'id': 'ce16a6a0-e626-47ee-a0a4-5b22a6fab84b', 'route': ['p1', 'e7', 'i11', 'x4', 'p3', 'c3']}
1769749158.9723392,SENT,6aa10b19-e4b8-45e2-972a-36748ecabfed,c8f726c8-b95d-438c-925f-975269ffa54d,c3,c1,3359,?,p3,
1769749158.9724932,CREATED,774286f4-34c0-4749-9455-0fbabd177ef4,1c7dd0a9-aa4c-4204-9a33-5d903219f7f0,c3,c1,27,?,?,surb={'id': 'c0cef96f-51fe-41c2-b019-b44dd9db0211', 'route': ['p1', 'e2', 'i9', 'x1', 'p3', 'c3']}
1769749159.3503895,SENT,16d5ef35-daae-41cf-baee-90351b855f4f,53946885-c2bf-4e5f-93ee-9a6431517487,c3,c1,3359,?,p3,
1769749159.3505232,CREATED,82a66cd1-71b5-4db6-9ab0-20cb995549d4,1e867121-9e94-4f69-9970-7dcf511e0306,c3,c1,27,?,?,surb={'id': 'e1575673-b8a1-4add-9ec6-55d2b5b773fd', 'route': ['p1', 'e3', 'i12', 'x10', 'p3', 'c3']}
1769749159.4491353,SENT,cca040cc-1c1f-4d6d-939b-d94921af4b18,42afe5df-789a-47a1-9941-c8b610ba2459,c3,c1,3367,?,p3,
1769749159.4497774,CREATED,9e9fd2d8-3c17-4520-bd88-f18e1bfbb5ae,2270504d-8898-4255-8e54-820b04527270,c3,c1,27,?,?,surb={'id': 'c1f92b67-4074-4ff2-8a94-1f737dfeecf6', 'route': ['p1', 'e5', 'i4', 'x1', 'p3', 'c3']}
1769749159.5065932,RECEIVED,16e5a02e-6c4b-4c39-8f58-53668060d0c3,0c83a3da-042a-49bc-b807-9a52139637d8,c4,c3,26,p3,?,surb={'id': '17a9afde-fa8e-451c-b558-068a181ef86d', 'route': ['p3', 'e3', 'i1', 'x6', 'p1', 'c4']}
1769749159.5707595,RECEIVED,79bff8aa-5db4-4d15-b7d6-ebe6ff184041,5cbddfbf-40ff-4037-964c-b89a1aba6e2b,c4,c3,27,p3,?,surb={'id': 'fc8571fe-523d-4872-91c8-96c4b77a9f05', 'route': ['p3', 'e6', 'i8', 'x6', 'p1', 'c4']}
1769749159.5738466,RECEIVED,560e9bdb-0049-4e9b-8c11-74dd725b58dc,dd59468d-600f-4181-ba8f-885cc0e0995c,c5,c3,27,p3,?,surb={'id': '90f917e1-c81c-48b4-b1d2-f3331acdbc8e', 'route': ['p3', 'e8', 'i2', 'x4', 'p2', 'c5']}
