timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769749151.0960257,SENT,61e39ecc-5495-40c1-9e0c-c4fa3fe83ab3,3ff57f69-5b20-4c4b-99c1-64e724a3015f,c4,c3,3396,?,p1,
1769749151.0962114,CREATED,e2a96a11-39ed-46c8-be5b-2615756e991a,467b65b5-3ca8-465a-8ddd-c58ee788460f,c4,c3,27,?,?,surb={'id': '9a6fa940-3847-455a-8f2d-4b15b1112c1b', 'route': ['p3', 'e4', 'i12', 'x5', 'p1', 'c4']}
1769749151.400459,SENT,33b011ae-bba8-4631-9ed6-7deaa7ecdb5d,2fea6a87-3a5e-4815-ba10-8684f89a0c9f,c4,c3,3376,?,p1,
1769749151.400609,CREATED,1894a26d-89ef-42b5-9da0-13c6410fe48c,2785d3f0-53d8-45f1-9a16-6f67bfbcaef7,c4,c3,27,?,?,surb={'id': 'a8e51901-14e5-46b2-88f0-a8e64a3bf156', 'route': ['p3', 'e6', 'i12', 'x3', 'p1', 'c4']}
1769749151.9082696,SENT,d3adb67d-ae5b-49fa-baa1-15b76f787896,a94269b3-f69c-4dc2-aee0-258235647a05,c4,c3,3392,?,p1,
1769749151.908401,CREATED,06ba8296-4064-42e1-9f11-a32e5e806e6f,4f7d8b69-91b4-4223-ac7f-3d5895b43167,c4,c3,27,?,?,surb={'id': '6f250563-59f1-4175-8f71-a2be24177f64', 'route': ['p3', 'e6', 'i11', 'x10', 'p1', 'c4']}
1769749151.966954,SENT,cdd05f15-7f01-4b4b-9afe-c8b14c82eb92,6420f436-625a-4bce-8c75-df11e5f379e7,c4,c3,3383,?,p1,
1769749151.9671404,CREATED,483c53d1-ec99-4616-842d-79d0a8644415,5a7a8fd4-97ea-47b4-91d9-f1a5637246ce,c4,c3,27,?,?,surb={'id': '022a7fa7-725b-4bb8-98c0-badee3eafa99', 'route': ['p3', 'e5', 'i6', 'x8', 'p1', 'c4']}
1769749152.0093849,RECEIVED,03ebe0e7-5e65-41ee-b9a9-2acc0e787baa,f00a383b-d871-47f1-9681-63ad97308c69,c2,c4,26,p1,?,surb={'id': 'f264c8cb-beb3-4046-ba1d-c8eababfc475', 'route': ['p1', 'e4', 'i7', 'x8', 'p2', 'c2']}
1769749152.296722,SENT,ebbdcf15-000c-45e4-8c6d-67d7e7d9ec78,afdfc99f-f4d1-4a13-ae74-a24fc080a82f,c4,c3,3375,?,p1,
1769749152.2968547,CREATED,ebd6c8e4-b951-4279-9c0a-38f10184d6fe,a4f9e40c-33c7-4c87-b0a0-8ff856b5e764,c4,c3,26,?,?,surb={'id': '88f645c0-f6fc-4199-8206-876ce944fab3', 'route': ['p3', 'e3', 'i12', 'x5', 'p1', 'c4']}
1769749152.6396496,SENT,3c9bf09e-1c8e-487e-b51b-cd4295dd6832,99d5dcaa-9b77-4813-832e-fd8305996bb1,c4,c3,3367,?,p1,
1769749152.6397805,CREATED,0a9a0fc9-0462-4e99-a2a4-d01fa8c23aa2,a10706d9-4345-4e15-b123-27b4bd3c8e81,c4,c3,27,?,?,surb={'id': 'a467811d-57f5-4c25-bfee-7935dad5fdcb', 'route': ['p3', 'e1', 'i4', 'x6', 'p1', 'c4']}
1769749152.7577374,SENT,c5060274-8ecc-4db7-b645-213f99438c0d,969164c7-c85f-45a6-9398-65d49aae6dc3,c4,c3,3391,?,p1,
1769749152.7578704,CREATED,d7124f8b-1671-45c5-8419-a03041cda9ea,3a3805f6-a7a9-4899-b295-8b5823111157,c4,c3,27,?,?,surb={'id': '213f8ada-29f5-42e7-b37d-76e9c268a00b', 'route': ['p3', 'e9', 'i12', 'x7', 'p1', 'c4']}
1769749153.0158722,SENT,d2e322d3-6782-4478-87be-211a1c36d026,753e72eb-8ff2-4c38-86bf-b973b2742404,c4,c3,3400,?,p1,
1769749153.016004,CREATED,c1997783-abe8-48cf-b9e8-6645a8b81136,bf8ee03b-91c8-4709-975f-33b272021e1f,c4,c3,27,?,?,surb={'id': 'a473aedf-8410-41fd-90d1-218b3ba66e0a', 'route': ['p3', 'e4', 'i12', 'x12', 'p1', 'c4']}
