packets_observed,duration_observed,diaz_anonymity,danezis_metric_A,entropy_bits,max_entropy_bits,target_llr,detected_receiver,true_receiver,success
2500,6.293167352676392,0.7990002192872032,-3.4372016213596766,1.8552210569841203,2.321928094887362,-0.03790851777638693,c5,c3,False
5000,11.343388557434082,0.7543409904106811,-3.4840198174840897,1.7515255387597188,2.321928094887362,-1.756903512936617,c5,c3,False
7500,16.062946557998657,0.6661345972098867,-3.4384205940638144,1.5467166362381126,2.321928094887362,-1.1213121500884426,c4,c3,False
10000,21.132937908172607,0.7335845005010927,-3.454498674302095,1.7033304616873994,2.321928094887362,-4.420554962193876,c4,c3,False
12500,26.31778573989868,0.6607891734334229,-3.4268485120105847,1.5343049465924625,2.321928094887362,-1.8375897062111903,c5,c3,False
15000,31.296209812164307,0.5771495971096794,-3.442607033499429,1.3400998644818864,2.321928094887362,-3.50106521678606,c5,c3,False
17500,35.980334997177124,0.6922278939053591,-3.490071994971636,1.6073033949235616,2.321928094887362,-5.513919625715289,c5,c3,False
20000,40.14095067977905,0.7680324864550898,-3.4855470868627463,1.7833162080862706,2.321928094887362,-4.527238813158078,c5,c3,False
22500,44.92500305175781,0.6267893950855178,-3.4564971837213645,1.4553599060265185,2.321928094887362,-3.824796442863658,c2,c3,False
25000,49.70724010467529,0.8733557069304044,-3.4941068466655696,2.0278691527519195,2.321928094887362,-8.281050886762273,c3,c3,False
27500,54.65664291381836,0.8591522369613533,-3.500218909529636,1.9948897167858908,2.321928094887362,-6.044597198594943,c2,c3,False
30000,59.87992525100708,0.9186796136359019,-3.4785416511021108,2.1331080051014677,2.321928094887362,-3.043350053485028,c2,c3,False
32500,64.36235427856445,0.10202113317908916,-3.466154484346251,0.23688573540077235,2.321928094887362,-2.1726276584204243,c4,c3,False
35000,69.66851997375488,0.21550552183377156,-3.4308128263774753,0.500388325749196,2.321928094887362,-2.24355692969948,c3,c3,False
37500,74.7748875617981,0.23885864623793265,-3.440121998660168,0.5546126014066174,2.321928094887362,-3.92575386874546,c3,c3,False
40000,80.375905752182,0.13758523507744072,-3.446317281213443,0.3194630227679918,2.321928094887362,-4.475215448501331,c3,c3,False
42500,85.32761454582214,0.061999788579108296,-3.4592551397869,0.14395905097890815,2.321928094887362,-6.08194844178206,c3,c3,False
45000,91.23531031608582,0.02859535928251143,-3.4316090670597768,0.06639636810146142,2.321928094887362,-0.13153318482864051,c3,c3,False
47500,96.45747780799866,0.0811488748422785,-3.435779722956924,0.18842185236478473,2.321928094887362,-4.375134066877308,c3,c3,False
50000,100.96945834159851,0.07776987139772176,-3.4204505208271563,0.18057604933414725,2.321928094887362,2.6636016420798114,c3,c3,True
52500,106.3057177066803,0.06332107643704309,-3.4337080943301563,0.1470269863776805,2.321928094887362,-6.504227212607475,c3,c3,False
55000,112.16715550422668,0.009006310182416063,-3.422046356163876,0.02091200464382198,2.321928094887362,-0.13747136661822879,c3,c3,False
57500,117.2342119216919,0.002246915218299693,-3.427255584896434,0.005217175572200028,2.321928094887362,0.8077362891267512,c3,c3,True
60000,122.56228232383728,0.0012657279287456437,-3.42411380826475,0.0029389292382380992,2.321928094887362,0.6205240942385899,c3,c3,True
