timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769722067.2388113,SENT,1d7a7344-d0dc-4201-9af2-36426f5352d4,c327b0f4-fdd8-49b3-86c9-06a2ed098b49,c2,c5,3388,?,p2,
1769722067.2389956,CREATED,73af3753-60b5-4620-b54b-46dc5f29de14,6554b19c-137b-41be-bd9e-117ce232ac18,c2,c5,26,?,?,surb={'id': 'cbe8526c-6f5a-4a93-9e6e-f5c521ad854b', 'route': ['p2', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769722067.299188,SENT,b39441d3-8e16-4477-84b7-51e47bc2ef62,c066a5d6-a513-4e67-b63e-9e882000ea21,c2,c5,3385,?,p2,
1769722067.2993186,CREATED,a8715aae-ec36-4b84-ab78-7ee60883a57f,6554b19c-137b-41be-bd9e-117ce232ac18,c2,c5,26,?,?,surb={'id': 'cbe8526c-6f5a-4a93-9e6e-f5c521ad854b', 'route': ['p2', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769722067.3287563,SENT,4fe2013d-3b65-4a9b-97d1-8ce1f3a34697,a3381c53-2052-47ca-87d6-e843630b2820,c2,c5,3400,?,p2,
1769722067.3288884,CREATED,94a6914b-8663-470b-b2b5-940d462da57b,7aac6f6e-f12b-4e36-b039-4f53baadf79b,c2,c5,27,?,?,surb={'id': '7465fa89-881c-4214-9d9c-35c6e9f96759', 'route': ['p2', 'e5', 'i9', 'x10', 'p2', 'c2']}
1769722067.4649024,SENT,9d6ca6da-b096-44a0-9980-7554f5613c84,0d43568c-1909-488a-9982-505b34e1e23a,c2,c5,3383,?,p2,
1769722067.4650323,CREATED,6e82a809-6e84-4f0b-9fda-88542a820734,7aac6f6e-f12b-4e36-b039-4f53baadf79b,c2,c5,27,?,?,surb={'id': '7465fa89-881c-4214-9d9c-35c6e9f96759', 'route': ['p2', 'e5', 'i9', 'x10', 'p2', 'c2']}
1769722067.4778087,SENT,785dac25-67f1-4f8c-aa8f-17fbb3c7190b,8dbeb3ba-43c4-4856-a8fe-28bb7e17c618,c2,c5,3359,?,p2,
1769722067.4779384,CREATED,80a33b50-f369-46b4-84c6-2a26802007a2,debbfa0a-4a8a-4b46-bd28-cd375b91f0a1,c2,c5,27,?,?,surb={'id': '7265460b-9e18-4c12-b236-5ad4df000a8c', 'route': ['p2', 'e10', 'i11', 'x4', 'p2', 'c2']}
1769722067.7357543,SENT,9e7fb942-da0b-4b12-97d1-0ff26561cb88,bb59b5bd-ed0e-4d38-8f7f-eec7e25e3aa0,c2,c5,3391,?,p2,
1769722067.735885,CREATED,4d78c444-95d2-4cfe-9d00-31abe3a0e28e,debbfa0a-4a8a-4b46-bd28-cd375b91f0a1,c2,c5,27,?,?,surb={'id': '7265460b-9e18-4c12-b236-5ad4df000a8c', 'route': ['p2', 'e10', 'i11', 'x4', 'p2', 'c2']}
1769722067.95942,SENT,e9b6bcbd-2fd4-4e0c-8ab1-a8760f2dcda4,fd328968-7c77-4db3-81fb-e670f4fdb1e7,c2,c5,3376,?,p2,
1769722067.9595726,CREATED,f3b1a4d5-1846-46d5-87ec-cf087c3b5eaf,92d3c9c6-c92e-4ba0-bcdb-3c456e52525c,c2,c5,27,?,?,surb={'id': '4d294bd1-81a5-4d6d-9fcb-d71b6a3ccf2b', 'route': ['p2', 'e5', 'i9', 'x12', 'p2', 'c2']}
1769722067.9818146,SENT,2530f2ad-ef86-4b1f-9069-6f09a450edf7,30f552f9-2166-4e38-8770-7fb76535c808,c2,c5,3359,?,p2,
1769722067.9819458,CREATED,259ab4d1-a208-48c3-bc74-63e89ca6c4e9,92d3c9c6-c92e-4ba0-bcdb-3c456e52525c,c2,c5,27,?,?,surb={'id': '4d294bd1-81a5-4d6d-9fcb-d71b6a3ccf2b', 'route': ['p2', 'e5', 'i9', 'x12', 'p2', 'c2']}
1769722067.9988947,SENT,b221901e-9bf2-4fe6-a9c0-71e362dcf846,1ccce57a-19c2-44f4-b613-052faeea0b21,c2,c5,3359,?,p2,
1769722067.9990268,CREATED,d3bf5095-f564-4231-b09e-89d0aa46a85b,d1b41e92-f291-45a6-9a5d-f100bfce4e6f,c2,c5,27,?,?,surb={'id': '1e7b0bd4-3557-4213-8c18-472634a0e22b', 'route': ['p2', 'e7', 'i3', 'x4', 'p2', 'c2']}
1769722068.008682,RECEIVED,48715049-4f7e-487a-add8-712fa1bac199,5b7ab431-3de5-484e-9cad-b816ce672131,c3,c2,26,p2,?,surb={'id': '0f10b3f9-d677-4606-9e14-026026019c4d', 'route': ['p2', 'e5', 'i3', 'x8', 'p3', 'c3']}
1769722068.033385,SENT,15fbe528-c4e1-4844-a50f-dc1ec1e2686e,a24ba298-1ea9-4552-8905-32f2cd1acf73,c2,c5,3398,?,p2,
1769722068.033527,CREATED,c45b4248-a949-4717-b96c-b041734b0ccc,d1b41e92-f291-45a6-9a5d-f100bfce4e6f,c2,c5,27,?,?,surb={'id': '1e7b0bd4-3557-4213-8c18-472634a0e22b', 'route': ['p2', 'e7', 'i3', 'x4', 'p2', 'c2']}
1769722068.1351273,SENT,1b6acde8-b325-4407-8d88-36e9296e0817,c2f5c0c8-f37c-45c2-8670-839f4719e22c,c2,c5,3377,?,p2,
1769722068.1352568,CREATED,ac1f7e4d-3360-45f0-a2f7-54efc81bcea2,34ae0d1e-765a-4f2e-b9b8-8ee656715b69,c2,c5,26,?,?,surb={'id': 'f2c2cfdc-3430-4913-acf5-c3f1bdbbaf54', 'route': ['p2', 'e4', 'i1', 'x4', 'p2', 'c2']}
1769722068.220338,SENT,8cb6b382-f8e8-4aa1-a928-7be97df43e8f,331efd9d-9399-47a3-87ad-579071cbad42,c2,c5,3368,?,p2,
1769722068.2204688,CREATED,170c98ee-c790-4392-9707-c036de12fdda,34ae0d1e-765a-4f2e-b9b8-8ee656715b69,c2,c5,26,?,?,surb={'id': 'f2c2cfdc-3430-4913-acf5-c3f1bdbbaf54', 'route': ['p2', 'e4', 'i1', 'x4', 'p2', 'c2']}
1769722068.2454727,SENT,d5be6851-19fc-47ec-b2ca-7a52d03ca77a,9fa60f08-9c24-421a-be63-7589cf343f52,c2,c5,3379,?,p2,
1769722068.2456062,CREATED,06f8b837-aab7-47ff-862f-bc843fe7f67f,dc5f44c7-50de-4c63-ad0a-231755e3f95e,c2,c5,27,?,?,surb={'id': '192cb013-c223-4cdf-918b-a5ba8b146d38', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769722068.3650777,SENT,c80f5257-14b8-4870-938f-3192322b9c60,5c07b48c-722f-4897-9344-7cc2c5cc6b8b,c2,c5,3380,?,p2,
1769722068.3655336,CREATED,e1d168fa-058a-4f8a-9d81-8717812339ef,dc5f44c7-50de-4c63-ad0a-231755e3f95e,c2,c5,27,?,?,surb={'id': '192cb013-c223-4cdf-918b-a5ba8b146d38', 'route': ['p2', 'e12', 'i1', 'x8', 'p2', 'c2']}
1769722068.444005,SENT,de43a96d-a67b-4382-b5c7-2539c0f3c5dd,e65c9a20-252e-4d61-8966-fd600daaad7d,c2,c5,3362,?,p2,
1769722068.4441934,CREATED,597df167-21ca-4795-9b02-dde3d84409f0,2072e175-6463-4af4-a355-309f63986612,c2,c5,27,?,?,surb={'id': 'b674511b-8f50-4e6d-b5ba-df0a886da8e5', 'route': ['p2', 'e2', 'i4', 'x2', 'p2', 'c2']}
1769722068.5255919,SENT,caa586be-3b37-4217-82b3-c7ea6f999913,12bbebcb-c682-4038-be29-9c5be757d46e,c2,c5,3372,?,p2,
1769722068.5259213,CREATED,7063cffd-8380-40ea-93f0-a5861dede8cf,2072e175-6463-4af4-a355-309f63986612,c2,c5,27,?,?,surb={'id': 'b674511b-8f50-4e6d-b5ba-df0a886da8e5', 'route': ['p2', 'e2', 'i4', 'x2', 'p2', 'c2']}
1769722068.5548232,SENT,3e1c4dbd-3f6e-4db3-941f-079ec753e55e,fd15a653-ab89-4e29-88da-b7defaa3a512,c2,c5,3377,?,p2,
1769722068.5549204,CREATED,9409a876-39f8-47a3-ae02-c55713bfd328,c087512b-03b4-4c9c-ae6a-e3923d143e6c,c2,c5,27,?,?,surb={'id': '2a5c0493-34fc-428e-b150-56721d0d4d3e', 'route': ['p2', 'e4', 'i12', 'x1', 'p2', 'c2']}
1769722068.5797849,RECEIVED,5a98a72b-46ff-4704-9695-de9bb7189478,3fc9fc72-1553-4cde-9b6e-ec3d08defee4,c3,c2,26,p2,?,surb={'id': '14279be3-6c63-4e00-abbf-6a23ec95d7a1', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769722068.7553017,RECEIVED,9cef7df3-382f-4c34-931b-26a605f7a0d9,f7f6c730-c6f1-4750-8a20-aa40cc0b1db3,c3,c2,26,p2,?,surb={'id': 'ff07dc93-a9a1-4a37-be1a-02a7504aa954', 'route': ['p2', 'e2', 'i4', 'x12', 'p3', 'c3']}
1769722068.8356736,SENT,90f9d48d-264b-479c-9c49-886b45dd9515,fc4331d4-9814-443c-ba91-756181ef83ff,c2,c5,3396,?,p2,
1769722068.835771,CREATED,b5556f49-c98b-483f-aadd-3fc109db68bd,c087512b-03b4-4c9c-ae6a-e3923d143e6c,c2,c5,27,?,?,surb={'id': '2a5c0493-34fc-428e-b150-56721d0d4d3e', 'route': ['p2', 'e4', 'i12', 'x1', 'p2', 'c2']}
1769722068.8435955,SENT,e522936e-3e77-4c4b-8c43-cbd58cc54e51,6c04cbb3-a4ac-450a-9b38-1b76629ceb44,c2,c5,3383,?,p2,
1769722068.8436887,CREATED,7d426526-6630-49a8-a2c3-a1b938c96669,c1fa6a1c-faa6-48aa-a7fe-142d43bb4d14,c2,c5,27,?,?,surb={'id': '737bc611-6260-4c26-9205-fbed932738bf', 'route': ['p2', 'e9', 'i5', 'x11', 'p2', 'c2']}
1769722068.9052749,SENT,67a65436-a125-4059-8099-1254748604bd,c1f7c903-7bc7-4607-ac44-6fa37223b367,c2,c5,3383,?,p2,
1769722068.905368,CREATED,da632be7-6510-45d6-a2c5-8fd5969de594,c1fa6a1c-faa6-48aa-a7fe-142d43bb4d14,c2,c5,27,?,?,surb={'id': '737bc611-6260-4c26-9205-fbed932738bf', 'route': ['p2', 'e9', 'i5', 'x11', 'p2', 'c2']}
1769722068.9138753,RECEIVED,4a5807bb-5fc7-4fe0-aaff-30c4ebdab77e,3fc9fc72-1553-4cde-9b6e-ec3d08defee4,c3,c2,26,p2,?,surb={'id': '14279be3-6c63-4e00-abbf-6a23ec95d7a1', 'route': ['p2', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769722068.9650283,SENT,a9646d49-5a5f-49fe-b22b-473501a09d68,dc843668-e0ac-4d47-a58c-05e0832db5a6,c2,c5,3383,?,p2,
1769722068.965415,CREATED,672fa0cc-4368-45b0-ad77-5575182f5a30,ce2862d1-620e-445f-ab8a-cd58d5390080,c2,c5,25,?,?,surb={'id': 'fb1b9faf-ca1b-4f80-9fa4-87c74e309068', 'route': ['p2', 'e10', 'i6', 'x3', 'p2', 'c2']}
